,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,所在楼层,总楼层,地铁数,距离地铁距离
223,2460,12,31833-B,5室1卫,5/10层,昌平区,朱辛庄,领秀慧谷C区,"距昌平线,8号线朱辛庄站900米",5,10,2,900
224,1960,12,42651-C,3室1卫,3/6层,通州区,北运河西,BOBO自由城,距6号线北运河西站800米,3,6,1,800
225,2820,12,4439-B,3室1卫,28/28层,朝阳区,东风北桥,梵谷水郡,"距14号线东段,平谷线东风北桥站1800米",28,28,2,1800
226,6240,49,56924-A,1室1卫,3/6层,朝阳区,潘家园,华威北里,距10号线潘家园站350米,3,6,1,350
227,3310,22,571-C,4室2卫,1/12层,昌平区,天通苑,天通苑北一区,距5号线天通苑站350米,1,12,1,350
228,3440,19,79308-B,2室1卫,4/6层,朝阳区,劲松,农光东里,距10号线劲松站700米,4,6,1,700
229,2060,9,26431-D,4室1卫,1/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,1,6,1,750
230,1230,16,36775-D,4室1卫,6/6层,房山区,星城,燕化星城健德一里,距燕房线星城站450米,6,6,1,450
231,4520,60,59850-A,1室1卫,12/20层,大兴区,西红门,鸿坤理想城大满贯,距4号线大兴线西红门站1250米,12,20,2,1250
232,2290,11,60716-A,3室1卫,4/6层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,4,6,1,550
233,2450,9,61932-A,3室1卫,5/23层,丰台区,角门西,明日嘉园,"距10号线,4号线大兴线角门西站450米",5,23,3,450
234,5960,52,64817-A,1室1卫,18/21层,朝阳区,青年路,朝阳无限芳菁苑,距6号线青年路站750米,18,21,1,750
235,1800,10,70717-C,3室1卫,4/15层,朝阳区,东坝中街,金泽家园B区,距6号线褡裢坡站3700米,4,15,1,3700
236,1830,13,72084-C,4室1卫,5/6层,通州区,九棵树,翠屏南里,距八通线果园站1100米,5,6,1,1100
237,2660,11,76543-A,2室1卫,1/6层,石景山区,八宝山,鲁谷74号院,距1号线八宝山站800米,1,6,1,800
238,1920,13,75138-B,2室1卫,4/6层,通州区,北运河西,农行家属院,距6号线北运河西站550米,4,6,1,550
239,1840,9,115567-C,3室1卫,7/21层,大兴区,瀛海,北京城建瀛海兴悦居,距8号线南段瀛海站650米,7,21,1,650
240,6650,69,123871-A,1室1卫,11/12层,海淀区,田村,熙湖小区,距6号线田村站1100米,11,12,1,1100
241,3980,54,15595-A,1室1卫,20/21层,通州区,物资学院路,悦澜水岸家园,距6号线物资学院路站2350米,20,21,1,2350
242,2510,11,18256-C,5室2卫,22/27层,丰台区,方庄,芳星园一区,距14号线东段方庄站600米,22,27,1,600
243,2080,8,19152-A,3室1卫,28/29层,朝阳区,北岗子,恒大江湾,"距12号线,平谷线北岗子站800米",28,29,2,800
244,2300,15,19467-B,3室1卫,6/6层,朝阳区,常营,连心园西区,距6号线常营站800米,6,6,1,800
245,2210,12,26504-A,4室1卫,19/21层,朝阳区,小红门,鸿博家园二期D区,距亦庄线小红门站450米,19,21,1,450
246,2240,11,215-B,3室1卫,8/26层,通州区,通州北苑,通典铭居,距八通线通州北苑站450米,8,26,1,450
247,1860,8,47607-C,4室1卫,24/28层,大兴区,生物医药基地,鑫苑鑫都汇,距4号线大兴线生物医药基地站300米,24,28,2,300
248,2440,9,70000-B,2室1卫,14/20层,丰台区,北京南站,翠林一里,"距4号线大兴线,14号线东段北京南站站850米",14,20,3,850
249,2530,12,74626-B,3室1卫,2/12层,朝阳区,褡裢坡,天泰苑A8区,距6号线褡裢坡站600米,2,12,1,600
250,1530,17,70681-B,4室1卫,5/6层,房山区,长阳,天泰新景家园,距房山线长阳站1450米,5,6,1,1450
251,1790,8,121521-B,2室1卫,7/28层,通州区,高楼金,新城乐居,距7号线高楼金站450米,7,28,1,450
252,1700,8,121843-B,4室1卫,3/4层,通州区,通州北苑,帅府园,距八通线通州北苑站800米,3,4,1,800
253,4820,23,10-A,3室2卫,23/32层,朝阳区,大望路,阳光100,"距1号线,14号线东段大望路站400米",23,32,2,400
254,2130,12,140492-B,2室1卫,3/22层,通州区,梨园,园景西区,距八通线梨园站350米,3,22,1,350
255,1550,8,154895-C,3室1卫,5/6层,通州区,梨园,站前巴黎,距八通线梨园站800米,5,6,1,800
256,2320,15,28038-B,3室1卫,5/6层,朝阳区,常营,连心园西区,距6号线常营站800米,5,6,1,800
257,2510,9,29901-C,3室1卫,4/4层,昌平区,回龙观,南店新村,距8号线育新站1100米,4,4,1,1100
258,1690,8,47967-C,5室2卫,18/27层,大兴区,天宫院,保利首开熙悦春天,距4号线大兴线天宫院站250米,18,27,2,250
259,1480,13,52390-C,3室1卫,2/6层,顺义区,俸伯,港馨家园东区,距15号线俸伯站3050米,2,6,1,3050
260,1550,9,53196-A,3室1卫,4/6层,通州区,北运河东,武夷花园牡丹园,距6号线北运河东站1850米,4,6,1,1850
261,2860,14,64825-D,4室1卫,11/19层,西城区,广安门内,建功北里,距7号线广安门内站1000米,11,19,1,1000
262,1880,18,63722-B,2室1卫,5/6层,昌平区,昌平,静心苑,距昌平线昌平站850米,5,6,1,850
263,2690,19,70491-A,2室1卫,4/6层,石景山区,古城,八角北路,距1号线古城站1000米,4,6,1,1000
264,2140,16,71-C,4室2卫,3/5层,大兴区,亦庄桥,莱茵河畔,距亦庄线亦庄桥站800米,3,5,1,800
265,2850,9,116679-B,3室1卫,18/18层,朝阳区,三元桥,静安东里,"距10号线,12号线,机场线三元桥站550米",18,18,3,550
266,2790,9,132891-C,3室1卫,19/31层,朝阳区,青年路,国美第一城西区,距6号线青年路站1250米,19,31,1,1250
267,3750,32,134265-A,1室1卫,17/30层,通州区,临河里,华业东方玫瑰,距八通线临河里站650米,17,30,1,650
268,2190,7,1217-B,4室1卫,7/29层,朝阳区,高碑店,金隅汇星苑,距6号线青年路站1450米,7,29,1,1450
269,3530,9,146414-A,2室1卫,2/6层,海淀区,清华东路西口,东王庄,距15号线清华东路西口站200米,2,6,1,200
270,4820,50,146501-A,1室1卫,6/18层,石景山区,古城,古城现代嘉园,距1号线古城站1250米,6,18,1,1250
271,7090,86,149975-A,2室1卫,2/6层,昌平区,回龙观,金榜园,距13号线回龙观站1200米,2,6,1,1200
272,1710,10,19001-A,3室1卫,6/6层,顺义区,石门,西辛南区,距15号线石门站450米,6,6,1,450
273,2280,11,19319-C,3室1卫,4/6层,昌平区,朱辛庄,朱辛庄北区,"距昌平线,8号线朱辛庄站550米",4,6,2,550
274,2440,16,20292-C,3室1卫,1/6层,朝阳区,常营,连心园西区,距6号线常营站800米,1,6,1,800
275,2400,17,21699-A,3室1卫,1/6层,朝阳区,常营,连心园西区,距6号线常营站800米,1,6,1,800
276,2080,8,19019-C,3室1卫,14/21层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,14,21,1,450
277,1250,6,22753-C,3室1卫,11/28层,通州区,通州北关,富力惠兰美居,距6号线通州北关站3100米,11,28,1,3100
278,2340,10,165-B,4室2卫,5/11层,丰台区,石榴庄,彩虹城二区,距10号线石榴庄站900米,5,11,1,900
279,2070,15,32090-D,6室2卫,6/6层,朝阳区,孙河,康营小区C区,距15号线孙河站1350米,6,6,1,1350
280,2450,10,3194-A,3室1卫,24/29层,朝阳区,褡裢坡,泰福苑二区,距6号线褡裢坡站700米,24,29,1,700
281,1860,11,35692-C,3室1卫,16/28层,昌平区,昌平,金隅万科城,距昌平线昌平站900米,16,28,1,900
282,1980,10,43185-B,2室1卫,1/6层,通州区,果园,后南仓,距八通线果园站1050米,1,6,1,1050
283,2440,10,29429-B,3室1卫,25/27层,朝阳区,褡裢坡,泰福苑二区,距6号线褡裢坡站700米,25,27,1,700
284,2030,14,48275-B,4室1卫,14/28层,昌平区,昌平,金隅万科城,距昌平线昌平站900米,14,28,1,900
285,1950,14,55151-D,4室1卫,1/6层,通州区,通州北苑,杨庄小区,距八通线通州北苑站400米,1,6,1,400
286,1830,11,72510-A,2室1卫,1/6层,通州区,梨园,艺苑西街7号院,距八通线梨园站1100米,1,6,1,1100
287,7480,63,70580-A,1室1卫,8/9层,朝阳区,青年路,珠江罗马嘉园西区,距6号线青年路站500米,8,9,1,500
288,2130,10,79595-D,4室1卫,2/11层,顺义区,花梨坎,吉祥花园,距15号线花梨坎站450米,2,11,1,450
289,1590,9,135374-A,3室1卫,5/6层,通州区,通州北关,西潞苑小区,距6号线通州北关站1950米,5,6,1,1950
290,1770,9,141231-A,4室1卫,5/9层,大兴区,清源路,兴华园,距4号线大兴线清源路站600米,5,9,2,600
291,2340,9,20294-C,3室1卫,7/28层,朝阳区,黄渠,泰福苑三区,距6号线黄渠站500米,7,28,1,500
292,1750,9,21072-C,4室1卫,6/6层,通州区,物资学院路,富河园,距6号线物资学院路站1250米,6,6,1,1250
293,2500,10,2162-B,3室1卫,12/26层,朝阳区,高碑店,金隅汇星苑,距6号线青年路站1450米,12,26,1,1450
294,1950,8,20986-C,4室1卫,20/28层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,20,28,1,450
295,1900,8,31867-B,4室1卫,1/6层,顺义区,花梨坎,蓝星花园,距15号线花梨坎站600米,1,6,1,600
296,2490,15,43950-A,4室1卫,7/13层,丰台区,樊羊路,益辰欣园,距房山线樊羊路站450米,7,13,1,450
297,2260,11,49608-A,3室1卫,2/6层,大兴区,亦庄文化园,听涛雅苑,距亦庄线亦庄文化园站950米,2,6,1,950
298,4990,41,58375-A,1室1卫,8/23层,丰台区,大葆台,御景春天,距房山线大葆台站900米,8,23,1,900
299,1930,11,64192-A,4室1卫,4/6层,丰台区,和义,久敬佳园二区,距8号线南段和义站850米,4,6,1,850
300,3750,9,65014-A,2室1卫,2/6层,海淀区,大钟寺,学院南路60号院,"距12号线,13号线大钟寺站1150米",2,6,2,1150
301,2990,9,6958-B,4室1卫,3/28层,朝阳区,望京西,湖光壹号,"距13号线,15号线望京西站550米",3,28,2,550
302,2010,9,80611-B,3室1卫,10/18层,朝阳区,管庄,远洋一方润园,距八通线管庄站950米,10,18,1,950
303,3160,10,914-B,3室1卫,15/18层,朝阳区,光熙门,西坝河北里,距13号线光熙门站500米,15,18,1,500
304,2090,6,10026-A,3室1卫,2/10层,丰台区,方庄,芳星园二区,距14号线东段方庄站250米,2,10,1,250
305,1700,9,121522-C,5室2卫,11/11层,通州区,北运河东,荔景园,距6号线北运河东站1100米,11,11,1,1100
306,2780,10,134829-C,4室1卫,11/28层,朝阳区,百子湾,石门新居,距7号线百子湾站250米,11,28,1,250
307,3410,11,17622-A,2室1卫,22/25层,朝阳区,北苑路北,恒大名都,距5号线北苑路北站1200米,22,25,1,1200
308,6190,56,23340-A,1室1卫,21/26层,石景山区,八宝山,远洋山水,距1号线八宝山站650米,21,26,1,650
309,1730,12,58529-B,3室1卫,3/6层,通州区,北运河东,紫运园,距6号线北运河东站1200米,3,6,1,1200
310,1790,16,66818-A,4室1卫,5/6层,通州区,万盛东,群芳三园,距7号线万盛东站1100米,5,6,1,1100
311,2590,8,71186-A,3室1卫,6/18层,西城区,陶然亭,清芷园,距4号线大兴线陶然亭站550米,6,18,2,550
312,1880,9,7663-A,3室1卫,2/6层,顺义区,国展,天竺花园,距15号线国展站1300米,2,6,1,1300
313,5560,60,129128-A,1室1卫,5/18层,朝阳区,黄渠,泰福苑三区,距6号线黄渠站500米,5,18,1,500
314,2060,18,135781-C,3室1卫,3/6层,通州区,通州北关,西潞苑小区,距6号线通州北关站1950米,3,6,1,1950
315,2280,10,138639-C,4室2卫,10/18层,朝阳区,褡裢坡,金福家园,距6号线褡裢坡站1000米,10,18,1,1000
316,1660,9,151047-B,2室1卫,2/6层,通州区,土桥,砖厂中路201号院,距八通线土桥站750米,2,6,1,750
317,2010,9,17982-C,3室1卫,7/15层,顺义区,花梨坎,枫泉花园,距15号线花梨坎站700米,7,15,1,700
318,3280,13,2576-C,4室2卫,15/24层,朝阳区,惠新西街北口,盛和家园,距5号线惠新西街北口站650米,15,24,1,650
319,1940,9,33553-A,3室1卫,8/19层,大兴区,荣昌东街,南海家园七里,距亦庄线荣昌东街站3700米,8,19,1,3700
320,1360,11,34899-B,3室1卫,9/15层,房山区,篱笆房,加州水郡三期,距房山线篱笆房站2200米,9,15,1,2200
321,4970,49,47010-A,1室1卫,9/14层,丰台区,丽泽商务区,万润风景,"距16号线,14号线东段丽泽商务区站1100米",9,14,2,1100
322,1640,12,48144-C,3室1卫,3/6层,昌平区,昌平,京科苑,距昌平线昌平站1600米,3,6,1,1600
323,2520,11,60150-A,3室1卫,26/29层,丰台区,丰台站,三环新城7号院,"距10号线,16号线丰台站站450米",26,29,2,450
324,3410,32,65223-D,4室1卫,15/15层,朝阳区,林萃桥,澳景花庭,距8号线林萃桥站900米,15,15,1,900
325,2330,8,66027-A,3室1卫,6/20层,东城区,陶然桥,百荣嘉园,距14号线东段陶然桥站300米,6,20,1,300
326,1820,8,76796-B,3室1卫,5/11层,顺义区,国展,翠竹新村,距15号线国展站1800米,5,11,1,1800
327,1790,11,114473-D,4室1卫,4/6层,通州区,通州北苑,通惠北路小区,距八通线通州北苑站1300米,4,6,1,1300
328,2970,18,766-A,5室2卫,2/9层,朝阳区,四惠东,通惠家园惠生园,"距1号线,八通线四惠东站700米",2,9,2,700
329,2490,10,130484-A,4室1卫,4/6层,朝阳区,高碑店,兴隆家园,距八通线高碑店站600米,4,6,1,600
330,2340,15,30780-B,3室1卫,3/27层,朝阳区,小红门,鸿博家园一期B区,距亦庄线小红门站1250米,3,27,1,1250
331,2130,11,34836-A,3室1卫,15/27层,大兴区,旧宫,旧宫新苑南区,距亦庄线旧宫站1000米,15,27,1,1000
332,1700,10,41314-C,3室1卫,5/6层,顺义区,顺义,东兴二区,距15号线顺义站800米,5,6,1,800
333,4160,42,44163-A,1室1卫,4/6层,通州区,九棵树,葛布店南里,距八通线九棵树站300米,4,6,1,300
334,3190,12,44438-C,5室1卫,11/28层,朝阳区,潘家园,翌景嘉园,距10号线潘家园站350米,11,28,1,350
335,3030,10,51801-C,4室1卫,2/28层,朝阳区,青年路,珠江罗马嘉园西区,距6号线青年路站500米,2,28,1,500
336,2910,24,53906-D,4室1卫,1/6层,通州区,通州北苑,华兴园,距八通线通州北苑站450米,1,6,1,450
337,2600,11,57429-B,2室1卫,10/22层,丰台区,丰台南路,鸿业兴园二区,距9号线丰台南路站900米,10,22,1,900
338,1920,19,67264-D,4室1卫,6/6层,通州区,北运河西,南小园,距6号线北运河西站1400米,6,6,1,1400
339,1120,8,73000-B,4室1卫,5/11层,房山区,篱笆房,加州水郡四期,距房山线篱笆房站2550米,5,11,1,2550
340,1730,10,70291-C,3室1卫,3/28层,通州区,高楼金,新城乐居,距7号线高楼金站450米,3,28,1,450
341,3310,10,75170-A,2室1卫,5/5层,朝阳区,红庙,延静里中街,"距6号线,14号线东段金台路站800米",5,5,2,800
342,2620,11,7524-C,3室1卫,2/23层,丰台区,刘家窑,正邦嘉园,距5号线刘家窑站300米,2,23,1,300
343,1660,12,79984-A,4室1卫,4/6层,通州区,北运河西,运乔嘉园,距6号线北运河西站1000米,4,6,1,1000
344,2630,16,67-B,4室2卫,22/28层,昌平区,天通苑,天通苑北一区,距5号线天通苑站350米,22,28,1,350
345,2980,12,7821-D,4室1卫,19/22层,海淀区,西小口,莱圳家园,距8号线西小口站650米,19,22,1,650
346,3130,17,8945-C,3室1卫,4/28层,朝阳区,潘家园,百环花园,距10号线潘家园站250米,4,28,1,250
347,2440,19,886-B,5室2卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,6,6,1,750
348,1610,9,116727-B,3室1卫,5/6层,通州区,九棵树,西营前街,距6号线北运河西站1900米,5,6,1,1900
349,6690,50,129257-A,1室1卫,1/12层,朝阳区,大郊亭,后现代城,距7号线大郊亭站650米,1,12,1,650
350,1650,10,130474-D,4室1卫,1/8层,房山区,长阳,倘徉嘉园,,1,8,0,-1
351,2950,16,12095-D,5室1卫,6/12层,朝阳区,成寿寺,中海城风情苑,距10号线成寿寺站350米,6,12,1,350
352,3100,21,11870-A,3室1卫,16/28层,朝阳区,管庄,东卫城,距八通线管庄站400米,16,28,1,400
353,6090,59,140950-A,1室1卫,3/5层,海淀区,永泰庄,宝盛里,距8号线永泰庄站1200米,3,5,1,1200
354,2280,9,148583-A,2室1卫,5/6层,石景山区,八角游乐园,七星园,距1号线八角游乐园站900米,5,6,1,900
355,2080,12,26990-C,5室1卫,1/15层,顺义区,石门,万科四季花城,距15号线石门站450米,1,15,1,450
356,1730,14,29802-B,3室1卫,3/6层,通州区,通州北关,潞苑嘉园,距6号线通州北关站2050米,3,6,1,2050
357,1760,11,50642-A,4室1卫,3/6层,顺义区,石门,前进花园石门苑,距15号线石门站800米,3,6,1,800
358,1420,13,53490-A,3室1卫,4/13层,房山区,苏庄,佳世苑小区,距房山线苏庄站650米,4,13,1,650
359,5040,49,62015-A,1室1卫,18/20层,通州区,物资学院路,新建村二期,距6号线物资学院路站550米,18,20,1,550
360,1560,10,61881-D,4室1卫,1/6层,昌平区,昌平,京科苑,距昌平线昌平站1600米,1,6,1,1600
361,3240,19,65496-A,2室1卫,8/19层,朝阳区,潘家园,华威北里,距10号线潘家园站350米,8,19,1,350
362,3540,9,66466-C,3室1卫,5/6层,海淀区,知春路,罗庄西里,"距13号线,10号线知春路站350米",5,6,2,350
363,2040,11,7842-C,3室1卫,2/3层,朝阳区,常营,管庄东里,距6号线常营站700米,2,3,1,700
364,2420,9,9859-D,4室1卫,3/24层,朝阳区,立水桥,世华泊郡,"距13号线,5号线立水桥站1050米",3,24,2,1050
365,1890,11,114655-C,3室1卫,2/8层,通州区,通州北苑,馨通家园,距6号线物资学院路站1400米,2,8,1,1400
366,5260,58,130725-A,1室1卫,26/26层,朝阳区,褡裢坡,泰福苑二区,距6号线褡裢坡站700米,26,26,1,700
367,2160,16,132794-A,2室1卫,2/5层,大兴区,黄村西大街,黄村西里,距4号线大兴线黄村西大街站500米,2,5,2,500
368,3200,12,134852-A,4室1卫,11/28层,朝阳区,劲松,乐澜宝邸,距10号线劲松站250米,11,28,1,250
369,2880,12,142279-B,4室1卫,15/28层,朝阳区,潘家园,百环花园,距10号线潘家园站250米,15,28,1,250
370,2550,9,14121-B,3室1卫,6/6层,东城区,广渠门外,广渠门外南街,"距7号线,17号线广渠门外站450米",6,6,2,450
371,2610,11,21692-B,2室1卫,4/6层,丰台区,海户屯,西罗园南里,距8号线南段海户屯站650米,4,6,1,650
372,2100,9,22670-A,2室1卫,1/6层,朝阳区,八里桥,西马庄园,距八通线八里桥站1150米,1,6,1,1150
373,2530,16,268-G,7室4卫,5/6层,昌平区,天通苑南,天通苑四区,距5号线天通苑南站1050米,5,6,1,1050
374,1530,15,31357-C,3室1卫,1/15层,房山区,篱笆房,加州水郡四期,距房山线篱笆房站2550米,1,15,1,2550
375,3830,19,40668-A,2室1卫,5/6层,朝阳区,双井,双井东院,"距7号线,10号线双井站150米",5,6,2,150
376,1740,12,44612-A,2室1卫,5/6层,通州区,通州北关,王家场,距6号线通州北关站2000米,5,6,1,2000
377,2120,10,43944-A,3室1卫,1/18层,朝阳区,管庄,管庄新村,距八通线管庄站600米,1,18,1,600
378,2130,8,48962-B,3室1卫,7/29层,朝阳区,常营,保利嘉园3号院,距6号线常营站800米,7,29,1,800
379,2650,18,51867-C,3室1卫,1/5层,丰台区,大红门,苗圃东里,"距8号线南段,10号线大红门站250米",1,5,2,250
380,1820,17,62828-B,4室1卫,3/6层,昌平区,昌平,南环里,距昌平线昌平站850米,3,6,1,850
381,1820,12,64054-B,3室1卫,16/17层,昌平区,南邵,何营路小区,,16,17,0,-1
382,5210,44,68186-A,1室1卫,2/6层,朝阳区,潘家园,华威西里,距10号线潘家园站650米,2,6,1,650
383,1820,7,71657-A,4室1卫,2/6层,丰台区,纪家庙,青秀城,距10号线纪家庙站1100米,2,6,1,1100
384,2820,11,80609-A,2室1卫,19/27层,朝阳区,褡裢坡,泰福苑二区,距6号线褡裢坡站700米,19,27,1,700
385,2460,18,12229-C,3室1卫,5/6层,朝阳区,黄渠,常营民族家园G区,距6号线黄渠站1000米,5,6,1,1000
386,4280,61,139798-A,2室1卫,4/6层,通州区,北运河西,玉桥北里,距6号线北运河西站1250米,4,6,1,1250
387,1640,9,142922-A,2室1卫,4/6层,通州区,北运河西,三元村小区,距6号线北运河西站1100米,4,6,1,1100
